Iteration,PT,Effort-,Months-,Defects-,Risks-
0,random search,767.406711895544,28.3310051087864,6511.94359742188,1.60857908847185
0,random search,662.770411419741,21.5892221728623,4299.12568041868,2.41286863270777
0,random search,1488.49724466544,47.2616894716983,2073.00517423678,1.34048257372654
0,random search,1282.09477012037,22.7724344483491,573.34335808602,3.75335120643432
0,random search,2525.29759321841,42.3598105737525,15764.7244684184,0
0,random search,504.640936585869,25.3354215860222,15537.2965292986,3.48525469168901
0,random search,355.59059866484,18.7386355405856,4072.95245562587,3.2171581769437
0,random search,1424.48091946271,46.0157255509421,2621.08262343404,0.268096514745308
0,random search,897.627789024647,25.3158752939435,2778.6892728415,1.07238605898123
0,random search,4991.3155775593,49.2479477785553,3913.83583005491,0
0,random search,4306.53079405215,44.985708898775,10660.8501866604,0.536193029490617
0,random search,564.548344269906,37.5068517779129,3583.91246732894,1.34048257372654
0,random search,704.208584322558,28.0360476440651,5253.50477234242,2.14477211796247
0,random search,1050.39750530059,21.306525485427,4753.8266805838,1.60857908847185
0,random search,835.736403328319,26.9238285405229,3316.9276416584,1.87667560321716
0,random search,1021.19904630506,20.1032539106723,3613.84409050583,4.02144772117963
0,sway,177.738672727747,25.0480041110738,1202.54222579728,1.60857908847185
0,sway,1478.02098863383,27.472869427396,7657.81429334515,1.34048257372654
0,sway,425.612001656397,31.3677690768458,688.875668959775,0.536193029490617
0,sway,1917.33374509554,49.3338099524484,18496.8446749721,0
0,tpe,18.6742985945437,12.4612078187575,126.811714040094,2.41286863270777
0,tpe,226.4796134895,24.8561231814159,291.301572062532,0
0,tpe,27.5159929902428,7.03668191904894,161.941141620497,6.4343163538874
0,tpe,78.7444204948768,13.8471699611263,100.796456244072,0.536193029490617
0,tpe,60.3062173085268,12.8836502311464,137.772651276545,0.536193029490617
0,tpe,122.058039427997,16.263895115829,539.193074356131,0
0,tpe,75.1634389017113,11.2561972176689,95.7303818186808,4.28954423592493
0,tpe,173.744936516401,12.8539044957317,267.052988977667,2.14477211796247
0,tpe,152.497301125193,11.755500225409,479.625659878165,2.14477211796247
0,tpe,61.1036035837509,10.7161773351074,1009.26646999626,2.41286863270777
0,nsga-ii,67.1603006992036,17.7468261666097,187.981452336922,2.94906166219839
0,nsga-ii,85.5025758442155,13.9877581555496,85.1342334637183,1.07238605898123
0,nsga-ii,54.5273674127769,10.1243544133259,191.464989480604,2.14477211796247
0,nsga-ii,60.8262581034302,10.4641348240866,315.842997027455,1.60857908847185
0,nsga-ii,68.6502018153105,13.1743246695255,115.991451989928,0
0,nsga-ii,22.1888707730279,6.71552781645941,66.9030216015911,5.09383378016086
0,nsga-ii,77.6503705747585,11.0760417701716,103.157462666937,1.60857908847185
0,nsga-iii,101.431078707639,20.3732871865232,302.304793301389,0
0,nsga-iii,120.765903402276,22.9840497703665,209.973422040537,0.536193029490617
0,nsga-iii,207.955964854613,18.4174290047897,2256.36036731966,0.536193029490617
0,nsga-iii,29.4816902553983,10.3681160628237,113.078109113764,0.536193029490617
0,nsga-iii,233.876904080787,19.6827375805214,1755.23216055083,0.268096514745308
0,nsga-iii,151.930248959208,22.5479118130514,76.6324054109179,0.804289544235925
0,nsga-iii,15.0024269820965,7.0844176952729,108.994316146269,3.48525469168901
0,nsga-iii,27.5139389808612,13.9927474342096,65.6947071746304,1.60857908847185
0,moead,490.667703585095,32.6368060531816,884.276604863508,0
0,moead,1556.29815822,28.7753261157745,26976.8660675643,0
0,moead,6.32718814975676,4.60239691775223,28.7016285724435,2.14477211796247
0,moead,16.5653174371889,7.0392571163076,34.5048646230046,0
1,random search,172.404255742652,24.2710181237079,389.375270138283,0.804289544235925
